id,title,content,label
1765,Location,"Quite spacious as compared to other Budget hotels. The toilet had a stench though. Im Guess it was from the pipes. Smell was like someone piss in the toilet but did not flush. It stayed there throughout our stay. Which was a bit unpleasant. ",Location
1766,BEST,"IT IS GOOD. THE STAFF GIVE US A COMPLIMENTARY UPGRADE FOR THE ROOM.
LOCATION IS GOOD. VALUE FOR MONEY","Facilities & Services"
1767,"Value for money","Staff are warm and friendly. room is clean and good enough for night stay. location near vivo city and sentosa.","Facilities & Services"
1768,"Hotel location","The stay was okay, nothing really special. It was good value for money.",Location
1769,"Avg but acceptable","fast check in, location, clean room","Facilities & Services"
1770,"No free wifi.",,"Facilities & Services"
1771,"SUITABLE ONLY FOR SLEEP ","CAN Not OPEN BATHROOM DOOR FROM THE INSIDE (NO door handle), LOT OF DUST IN THE WINDOW, SMALL ROOM ONCE, HARD FIND A TAXI",General
1772,"Small but clean","Its been comportable",Room
1773,nil,,General
1774,"Room only","Clean and comfortable ",General
1775,"Room only","Will go again. Clean and comfortable.",General
1776,hmm..,"The room are small and cramp.The toilet is super small.",Room
1777,"uncomfortable stay","the bed is not clean, I saw some hair strands under the bed sheet. room is super small, without a window. there is some smell inside room: cigaret or just aging furniture. not worth the money. ",Room
1778,"Great ",,General
1779,"Nice comfy stay","Nice stay and close to waterfront area. However still quite some walking distance to cover from VivoCity (about 10-15mins). Hawker center nearby so food is no problem. Staff are friendly and hotel is clean, all in all a pleasant stay.","Facilities & Services"
1780,"OK only",,General
1781,"Normal Stay","Nice stay",General
1782,"convenient but not very clean",,General
1783,"convenient but not very comfortable ",,General
1784,"not too bad",,General
1785,"Average ","It was ok though we didnt get the free upgrade, can be further improved for the bath room as the toilet bowl does not have a spray beside it which is very inconvenient. Should place a bathtub sine the bathroom is so spacious and drawers to store our beds under the bed.","Facilities & Services"
1786,"Fragrance Hotel ","It was great.",General
1787,"Simple for short stay",Ok.,General
1788,"Extended weekend stay at Fragrance Hotel Vi a","I visit Singapore once in a while, but this hotel made me discover something new about the country. Two things: 1. Quality vacation need not be expensive especially when staying in a hotel; 2. Singapore is generally cosmopolitan, but it still green (Mt. Faber is a forest within a city). 

Fragrance Hotel Viva has helpful staff who genuinely look after their guests, special mention - Jessica Long, Maureen, Rill, Jess. 

With regard to proximity, there are bus stops and a lot of buses along Telok Blangah (adjacent to Fragrance). From Fragrance, Vivo City and Harbourfront Station are just about a kilometer away. 

There is a 7-11 store right next to the hotel lobby. There is also a native restaurant between the hotel and bus stop. There is a mini grocery in the Esso gas station nearby. You can also go to Vivo City for wider food selection - from fast food to specialty restaurants like Crystal Jade, Asian Kitchen, and Brotzeit. ",General
1789,"comfortable stay","We are comfortable to be Served by hotel staff Mr.Rill. Looking forward to stay again.","Facilities & Services"
1790,"What a Wonderful Fragrance Hotel-Viva","This was my first time stayed at Fragrance Hotel-Viva. That place is not bad. very confortable to stay only one night. but i book because very conviniant ar Harbourfront. The Fragrance Hotel has a Aroma smell. One thing went we going back have to walk about 15-20minutes. For me i dont mine walking.. one things i worry is elderly cant work long distance. From Harbourfront Centre to the Fragrance Hotel-Viva",Location
1791,"Near to Vivo city","It is good for those people who want to travel to Sentosa.",Location
1792,"big and clean room",good,Room
1793,"big and clean room","comfortable stay",Room
1794,ok,"Not so that good",General
1795,"Fantastic Stay",Pleasant,General
1796,"good location ",,Location
1797,"cheap affordable","cheap affordable cheap affordable cheap affordable cheap affordable cheap affordable cheap affordable cheap affordable cheap affordable",General
